source_type,source_id,parent_id,source_guid,Name,SEName,Description,Summary,SETitle,SEDescription,SEKeywords,DisplayOrder,Published
category,366,177,02F50476-F395-41DC-B285-15840DD1D418,Custom 3D Crystal Awards,custom-3d-crystal-awards,"Our Custom 3D Subsurface Crystal Awards feature our innovative 3D Subsurface Laser Engraving process but can also be done in 2D.&nbsp; Each crystal gift and award is laser engraved ""inside"" the crystal using our state-of-the-art lasers.&nbsp; Any image can be recreated in the middle of flawless optical crystal.&nbsp; A landmark, company logo, or even a human face can be recreated in three-dimensional space.&nbsp; To make these awards even more unique, we can add color.<br />
<br />
Adding 3D subsurface engraving to optical crystal creates vivid detail of any logo or image inside your gift or award, bringing the award to life.&nbsp; No logo is too big, too small, or too intricate for this imprint process allowing you to a create a ""wow"" effect when the award is presented to its recipient.<br />
<div class=""row"">
<div class=""col-md-6 custom-videos"">
<h2>Create your own custom 3D Trophy</h2>
<figure class=""embedded-video  embed-responsive embed-responsive-16by9"">
<span><iframe src=""//www.youtube-nocookie.com/embed/vMVEngqcMEs?rel=0&amp;showinfo=0"" class=""embed-responsive-item""></iframe></span>
</figure>
</div>
<div class=""col-md-6 custom-videos"">
<br />
<br />
<br />
We offer free 2D artwork service and 3D artwork service starts at $60 per hour if you are unable to provide one of the specific files listed below.&nbsp; <strong><span style=""font-size: 12pt; font-family: verdana, sans-serif; color: #404041;""></span></strong><br />
<br />
3D Subsurface Laser Engraving Art Specifications<br />
•&nbsp;&nbsp; &nbsp;Formats accepted: 3D Studio Max, .DWG, .3DS, .OBJ, .IGS, and .STL<br />
•&nbsp;&nbsp; &nbsp;Minimum resolution for JPEG images is 300dpi - provide front, back, left, right, top, and bottom views, if possible<br />
<br />
2D Laser Engraving Art Specifications<br />
•&nbsp;&nbsp; &nbsp;Vector art is required<br />
•&nbsp;&nbsp; &nbsp;Art must be black and white only<br />
•&nbsp;&nbsp; &nbsp;Formats accepted: .AI, .EPS, .PDF<br />
•&nbsp;&nbsp; &nbsp;Minimum resolution is 300 dpi<br />
•&nbsp;&nbsp; &nbsp;We will also accept .JPG, .GIF, .TIFF, and .BMP; art charges may apply
<br />
<br />
Request for free custom trophy design by filling out our custom <a href=""http://www.trophypartner.com/t-CustomAwards.aspx"">design request form</a> on our custom awards page or <a href=""mailto:info@trophypartner.com"">email us</a> with the following information:<br />
1) Provide budget per piece or budget range<br />
2) Provide number of pieces needed<br />
3) Provide date needed<br />
4) Provide required colors or design elements<br />
5) Provide size requirements (height/width)<br />
6) Provide your logo in a high resolution format (.eps or .ai) and a sketch or description of what you want<br />
<div class=""row""></div>
</div>
</div>","<p style=""line-height: 150%; text-align: center;""><span style=""font-family: tahoma, sans-serif; color: #202020;""> </span><span style=""font-family: tahoma, sans-serif; color: #202020;""></span> </p>",Custom 3D Crystal Awards |  Laser Etched 3D Engraving |  TrophyPartner.com,"Custom 3D Subsurface Crystal Awards include optical crystal awards with three-dimensional designs floating inside. Any image can be re-created in the middle of flawless optical crystal: a landmark, a company logo, even a human face can be re-created. Your imagination is our only limitation.","3D Crystal Awards, 3D Crystal Trophies, Custom 3-D Crystals, subsurface awards, 3D subsurface crystal awards, 3D subsurface trophies",1,1
category,367,0,F009A90F-80E5-46AB-B673-9A5940541BD7,Lapel Pins,lapel-pins,,,Lapel Pins | Custom Lapel Pins ,Custom Lapel Pins in a variety of shapes and sizes for sports or scholastic.  Free shipping.,"Lapel Pins, Custom Lapel Pins, Create Your Own Lapel Pins",20,1
category,368,3,086DBACB-1F6B-4D0A-BEFC-B9FB4BABA5E2,All Star Plaques,all-star-plaques,,,All Star Plaques,"All Star Plaques are a great way to recognize All Star players and coaches.  Available in cherry and black finishes and in two different sizes: 8"" x 10"" and 9"" x 12"". Features wood plaque and plastic plaque mount.",All Star Plaques,1,1
category,369,4,F1F51A02-8D00-4A1F-B74A-CFB5FC97B990,All Star Plaques,all-star-plaques,,,All Star Plaques,"All Star Plaques are a great way to recognize All Star players and coaches.  Available in cherry and black finishes and in two different sizes: 8"" x 10"" and 9"" x 12"". Features wood plaque and plastic plaque mount.","All Star Plaques, Coach Plaques",1,1
category,370,1,C71BBDA0-AD3F-4FE9-85A5-5F50B8CC544F,Ribbon Star Assembled Awards,ribbon-star-assembled-awards,,,Ribbon Star Assembled Awards,,Ribbon Star Assembled Awards,1,0
category,371,1,CE1110F9-A2E6-4FEB-93FB-01CBAEEFF9E9,Custom Insert Trophies,custom-insert-trophies,,,Custom Mylar Trophies,Custom Mylar Trophies,"Custom Mylar Trophies, Custom Trophies, Custom Artwork Trophies",1,1
category,374,0,54B778F8-1317-477B-AE19-13F666B3F999,Award Types,award-types,,,,,,1,0
category,375,1,D77B9C22-0F29-4B31-8002-B9E7216BC5C4,Tri Star Trophies,tri-star-trophies,,,,,,1,0
category,376,1,03111C3B-A529-437A-8125-A4B630220084,Assembled Trophies,assembled-trophies,,,,,,1,1
category,377,1,40329A8B-E545-40FC-A305-40E80FCC76D5,Star Storm Resin Trophies,star-storm-resin-trophies,,,,,,1,0
category,378,0,4171B666-BAC4-413E-8CB6-C1BF1DB6636E,Rings,rings,"Champion rings have been a symbol of excellence in professional sports since the first World Series ring was presented in 1922.&nbsp; We offer Champion, Finalist, Fantasy, and plain bezel rings in a variety of sports and activities and custom rings for business organizations and teams.<br />
<br />
Our rings are heavy weight ""QUALICAST"" metal rings and are available in 7 sizes in either antique gold or antique silver finishes.&nbsp; We have 5 bezel styles, 15 stock inserts, and 8 synthetic stone colors available to choose from&nbsp; We can also add your logo, company or special event image to any of our rings with a VIBRAPRINT poly domed or new Texture-Tone insert.<br />
<br />
Our championship rings are perfect for football, baseball, basketball, softball, boxing, wrestling, UFC, MMA, martial arts, fantasy football, extreme sports, top sales, corporate recognition programs, team building, golf, bowling, swimming, cheer, dance, and gymnastics. &nbsp; <br />
<br />
With TrophyPartner.com you are sure to be King of the Rings.&nbsp; These champion rings are a wonderful functional alternative to traditional awards.&nbsp; It's an award you can wear everyday.",,Champion Rings,Champion and finalist  rings are a unique award alternative to recognize the champions and finalists of your sports team.  Available is gold and silver and for most major sports.,"Sports Rings, Champion Sports Rings, Champion Gold Rings",3,1
category,380,1,EC891873-DB29-44EC-ADE3-B24546A555CC,Champion Pedestal Resin Awards,champion-pedestal-resin-awards,,,Champion Pedestal Resin Awards,Champion Pedestal Resin Awards,Champion Pedestal Resin Awards,1,1
category,381,1,E012213B-92CB-4E2A-A808-F0A77459FB06,Shield Resin Trophies,shield-resin-trophies,,,Shield Resin Trophies,Shield Resin Trophies,Shield Resin Trophies,1,0
category,383,3,32E51B42-3CB5-409F-9E54-031BC8E59A49,HERO Plaques,hero-plaques,,,HERO Plaques,HERO Plaques,"HERO Plaques, Police plaques, Fireman Plaques, Service plaques, Sheriff Plaques, EMT Plaques",1,0
category,384,1,E2874443-7096-4B99-A5C0-B0EE8341DA16,Phoenix Assembled Trophies,phoenix-assembled-trophies,,,,,,1,0
category,385,2,7FDC7AAA-9353-445A-8722-DD9EE9CA5990,Olympic Style Medals,olympic-style-medals,,,,,,1,1
category,386,0,53DA1E55-F9C1-4D44-9CD8-A3F7ACB62FBD,Business Gifts & Desk Accessories,business-gifts-desk-accessories,"Personalized business gifts from TrophyPartner.com. We offer customized gifts or desk accessories for businesses to award employees or customers.<br />
<br />
Add your individual personalized message to these items and you have a long lasting memento to hand out to your co-workers that they will be able to use for years to come.&nbsp;<br />
<br />
TrophyPartner.com carries a wide variety of personalized gift items. Browse our selection now.",,Personalized Gifts | Customized & Engraved Ideas | All Ocassions,"Shop for unique personalized gifts for all occasions including wedding, holidays, housewarming, graduation, anniversaries, sympathy, and many more.","personalized gift, personalized gifts, wedding gifts, housewarming gifts, holiday gifts, sympathy gifts, graduation gifts, custom gifts, customized gifts",-1,1
category,387,386,161D8749-20F5-46B2-8F2D-F74E84CF0DE2,"Bar, Beverage & Wine",bar-beverage-wine,,,,,,1,1
category,388,386,A2254A28-5EA9-41EC-B5C7-763164729671,Business Gifts,business-gifts,,,,,,1,0
category,389,386,FA4F5D41-D822-4FFC-8431-0B4B01CD12A5,Special Occassion,special-occassion,,,,,,1,1
category,390,386,A8983FAD-453F-45F5-99B0-E3AB915D0ACA,Ornaments,ornaments,,,,,,1,1
category,391,386,5D3CC1C7-5F3A-465B-81BF-285566B58E33,Weddings,weddings,,,,,,1,0
category,392,1,F90A34CE-F77B-4403-8453-C46D5880C363,Star Swirl Trophies,star-swirl-trophies,,,Star Swirl Trophies,,"Star Trophies, Sport Trophies, Academic Trophies",1,1
category,393,0,C18200C7-0649-456F-B159-85A3C55B3127,Championship Award Belts,championship-award-belts,"Championship Award Belts are a unique lines of belts that are both amazing and affordable. &nbsp;Just imagine the look on your winner's face when presented with one of these heavyweight belts (some weigh upwards of 8 pounds). &nbsp;We assure you that they will be blown away and will have a unique award that will spark a lifetime of smiles and proud conversation. &nbsp;<br />
<br />
Available for fantasy football, cooking competitions, eating contests, boxing, wrestling, poker, corn hole, top sales, chili cook offs and many other events. &nbsp;Can't find a stock belt for your event, we can create the perfect one for you. &nbsp;It's easy and affordable. &nbsp;<br />
<br />
We offer belts in different sizes and styles and we are sure to have one that fits anyone from a kid all the way up to an adult. &nbsp;
<br />
<div class=""row"">
<div class=""col-md-6 custom-videos"">
<h2>Champion Award Belts</h2>
<figure class=""embedded-video  embed-responsive embed-responsive-16by9"">
<span><iframe src=""//www.youtube-nocookie.com/embed/kufaCyzsmO4?rel=0&amp;showinfo=0"" class=""embed-responsive-item""></iframe></span>
</figure>
</div>
</div>",,Championship Award Belts,"Championship Award Belts are a unique recognition award.  These heavyweight belts are sure to spark a lifetime of smiles and proud conversation. Available in cornhole, poker, top sales, chili, and main event.","championship award belt, championship wrestling belt, cornhole award belt, poker award belt, top sales award belt, chili cook off award belt, fantasy football award belt, champion award belt, championship award belts",1,1
category,394,2,8EC86AA3-4C90-4A9B-8FA0-B9F4BA08CAFE,World Class Medals,world-class-medals,"These high quality 3"" World Class medals are perfect for prestigious recognition of the best kind. Made from a durable zinc alloy, these medals have a truly Olympian feel with the antique gold, silver or bronze finish. The back of the medals has a smooth, recessed back for a 2"" emblem with your artwork and text. <br />
<br />
Come with a 32"" neck ribbon in your choice of color, sport, or activity.&nbsp; Custom printed neck bands are also available at an additional charge.",,World Class Medals,"These high quality World Class medals are perfect for prestigious recognition of the best kind. Made from a durable zinc alloy, these medals have a truly Olympian feel with the antique gold, silver or bronze finish. The back of the medals has a smooth, recessed back for a poly domed emblem with your personalization.  Come attached to a neck ribbon in your choice of color.","World Class medals, high end medals, olympian medals, high quality medals",1,1
category,395,386,3C2DD910-6F5D-4EA9-BA4F-0DB5FDFDC247,Technology,technology,,,,,,1,1
category,396,0,3A256252-15B0-4476-B86B-EFD280D2A762,Custom Awards Inspiration Gallery,custom-awards-inspiration-gallery,"Please view our gallery for a sample of the many great custom trophies and awards we have created for different customers.&nbsp; We hope these might you give you an idea of all the many options we have to create a special award for your organization or business.<br />
<br />
If you'd like us to create an award for your business please email us at&nbsp;<a href=""mailto:"">info@trophypartner.com</a>&nbsp;and provide your vision.&nbsp; Within one to two business days we will provide you with a number of options at no cost.&nbsp; Pick an option and we will create these unique awards for you.
<br />
<br />
Request your free custom award design by filling out our custom <a href=""http://www.trophypartner.com/t-CustomAwards.aspx"">design request form</a> on our custom awards page or <a href=""mailto:info@trophypartner.com"">email us</a> with the following information:<br />
1) <a title=""Custom Trophy Pricing Guidelines"" href=""/images/custom_acrylic_flyer.jpg"" target=""custom_acrylic_flyer"">Provide desired design group</a><br />
2) Provide budget per piece or budget range<br />
3) Provide number of pieces needed<br />
4) Provide date needed<br />
5) Provide required colors or design elements<br />
6) Provide size requirements (height/width)<br />
7) Provide your logo in a high resolution format (.eps or .ai) and a sketch or description of what you want<br />
<br />
<div class=""row"">
<div class=""col-md-6 custom-videos"">
<h2>Create your own custom acrylic trophies</h2>
<figure class=""embedded-video  embed-responsive embed-responsive-16by9"">
<span><iframe src=""//www.youtube-nocookie.com/embed/4nncqxhAs8s?rel=0&amp;showinfo=0"" class=""embed-responsive-item""></iframe></span>
</figure>
</div>
<div class=""col-md-6 custom-videos"">
<h2>Custom Acrylic Awards Price Guidelines &amp; Design Styles</h2>
<a href=""/images/custom_acrylic_flyer.jpg"" target=""custom_acrylic_flyer"" style=""display: block; padding: 0px 20%;"">
<img alt="""" src=""/images/custom_acrylic_flyer.jpg"" class=""img-responsive center-block"" />
</a>
</div>
</div>",,Custom Acrylic Awards Gallery,,"Custom Acrylic Awards Gallery, corproate custom acrylic awards, busienss  acrylic awards, custom business acrylic awards",1,1
category,397,2,3D1F365A-59CD-42A6-92C9-C549CC333D21,Star Medallions,star-medallions,"Star Medallions are&nbsp; 2 1/2"" in diameter and are available in large variety of sports and activities. Made from a durable zinc alloy and are available in your choice of antique gold, silver or
bronze finish. The back of the medals has a smooth, recessed back for a 1.75"" emblem with your artwork and text. <br />
<br />
Comes with a 32"" neck ribbon in your choice of color, sport, or
activity.&nbsp; Custom printed neck bands are also available at an additional
charge.&nbsp; Please contact us for details.",,Star Medallions,"Star Medallions are  2 1/2"" in diameter and are available in large variety of sports and activities. Made from a durable zinc alloy and are available in your choice of antique gold, silver or bronze finish. The back of the medals has a smooth, recessed back for a 2"" emblem with your artwork and text. ","Star Medallions, star medals, tournament medals, sports medals, activity medals",1,1
category,398,2,786A1BBC-5362-499B-9B6A-28E1093BA844,Patriotic Medals,patriotic-medals,"Patriotic Medals are 2.75"" in diameter featuring a beautiful American Flag background with red, white, and blue colored enamel with a 3D sport scene.&nbsp; Available in antique gold, silver, or bronze. finishes.&nbsp; Each has a smooth recessed back for optional personalization with your artwork and text.&nbsp;&nbsp;<br />
<br />
Comes with a 32"" neck band in your choice of color or activity.&nbsp; We also offer custom imprinted neck bands.&nbsp; Contact us for more details.",,,,,1,1
category,399,2,2E50B1DB-AF66-4AC2-B47D-1C5F3E0C84B4,Academic Performance Medals,academic-performance-medals,"Academic Performance Medals are&nbsp; 2"" in diameter and are the perfect choice for recognizing academic excellence. Made from a durable zinc alloy and are
available in an antique gold finish. The back of the medals has a smooth, recessed back for a
1.75"" emblem with your artwork and text. <br />
<br />
Comes with a 32"" neck ribbon in your choice of color or
activity.&nbsp; Custom printed neck bands are also available at an additional
charge. Contact us for details.",,Academic Performance Medals,Academic Performance Medals,Academic Performance Medals,1,1
category,400,2,B8724053-3BD6-487F-8286-42E835CEFC4C,Wreath Medals,wreath-medals,"Wreath Medals are our #1 selling medals and are available in large
variety of sports and activities! Made from a durable zinc alloy and are
available in your choice of antique gold, silver or
bronze finish and 1.75"" or 2.75"" size. The back of the medals has a smooth, recessed back for a
1.75"" emblem with your artwork and text. <br />
<br />
Comes with a 32"" neck ribbon in your choice of color, sport, or
activity.&nbsp; Custom printed neck bands are also available at an additional
charge.&nbsp; Please contact us for details.",,Wreath Medals,Wreath Medals,Wreath Medals,1,1
category,401,2,EC8986D5-CCF0-4A3E-8E76-5F073B1DB3B7,Stadium Award Medals,stadium-award-medals,"Stadium Award Medallions are large 2.5"" diameter medals that feature an authentic stadium design.&nbsp; These sporty medals are available in antique gold, silver or bronze&nbsp; finishes.&nbsp; We offer personalization on the back for an additional charge for an order of at least 25 pieces.&nbsp;&nbsp;<br />
<br />
Comes with a 32"" neck ribbon in your choice of color or sport.&nbsp; Custom printed neck bands are also available for an additional charge.&nbsp; Please contact us for details.",,,,,1,1
category,402,2,2B0E8CD4-E2F7-4154-871B-480CAA023343,Stand Up Medallions,stand-up-medallions,"Stand Up Medallions are super large 3.5"" in diameter and feature the world's first medallion that doubles as a stand-up trophy.&nbsp; Available in a variety of sports, activities, and even with your own custom artwork.&nbsp; Comes in an antique gold finish.&nbsp;&nbsp;<br />
<br />
Available with your choice of neck ribbon with an option to create custom imprinted ribbons.&nbsp; Please contact us for details.",,,,,1,1
category,404,0,F83FF13B-C30F-49BE-A766-8D74D15B83E0,Custom Champ Chain Medallions,custom-champ-chain-medallions,,,Custom Champ Chains,Create Your Own Premium Champ Chain. These lavish champ chains are perfect to recognize winners of anything you can dream of.  Create your own champ chain has endless possibilities for creating a truly customizable award that will be a showstopper. These chains are also the perfect way to brand yourself or your company at trade shows or corporate events. Everyone will be wondering who those cool people are walking around with the awesome chains! Champ Chain is made of heavy duty zinc metal.  Award comes in a black satin lined presentation box.,"Custom Dual Plated Premium Champ Chain, custom champ chain, create your own champ chain, champ chain football champ chain, trade show, brand awareness, team recognition awards, large custom medals",1,1
category,405,5,672C3FA3-3F08-4C0E-9996-8EA3D5E8EB84,Leatherette,leatherette,,,,,,1,1
category,406,0,227D0681-2F09-4CE8-9DFE-5624161FBFF8,Leatherette,leatherette,"Lasered Leatherette is perfect for personalized corporate business gifts.&nbsp; It offers the look and feel of genuine leather at a lower price point. This richly textured, synthetic material is water resistant, easy to clean, and durable enough for the rigors of daily use. <br />
<br />
TrophyPartner.com offers a large variety of personalized leatherette gifts to showcase your company logo including keychains, bar &amp; beverage items, desk essentials, portfolios, and much much more.&nbsp; The high quality workmanship of each leatherette piece is sure to impress every recipient with its elegant individuality.",,,,,1,1
category,407,14,19102FE9-0B45-453F-A9F9-E306DC474A62,Bobblehead Trophies No Face-2,bobblehead-trophies-no-face-2,,,,,,1,1
category,408,0,F4EAC259-8599-4611-A21B-F138E1229574,State Shaped Awards,state-shaped-awards,,,,,,1,1
category,409,5,DA3F3410-3825-46BF-AAEB-089BE5A9E082,Service Awards,service-awards,"Employee Service Awards provide the opportunity to recognize years of service to the company.&nbsp; TrophyPartner.com offers a wide selection of stock anniversary awards for 5, 10, 15, 20, 25 and 30 year employee service milestones. We also can develop a custom service award program with your logo, colors, and service milestones.&nbsp;&nbsp;",,Service Awards | Employee Anniversary Awards |  TrophyPartner.com,"Employee Service Awards provide the opportunity to recognize years of service to the company.  TrophyPartner.com offers a wide selection of stock anniversary awards for 5, 10, 15, 20, 25 and 30 year employee service milestones. We also can develop a custom service award program with your logo, colors, and service milestones.  ","employee service awards, company anniversary awards, employee anniversary awards",1,1
category,410,0,A8ECB391-AE3F-4E01-97ED-E77A7785688A,Drinkware,drinkware,"Personalized drinkware makes a great recognition award or gift.&nbsp; Choose from personalized wine glasses, coffee mugs, wine gift sets, polar camel tumblers and much more.&nbsp; This is a great way to build recognition around your brand, event, or employee achievement.",,,,,1,1
category,411,0,7188EA57-BCA9-4DF4-B994-452707DE9F35,Jade Glass Awards,jade-glass-awards,"Jade glass awards and jade glass trophies are the perfect recogntion award.&nbsp; These green tinted awards evoke an old world charm and can include your artwork, logo, and text.&nbsp;&nbsp;<br />
<br />
Trophypartner.com offers a large selection of jade glass awards in a variety of sizes, shapes and price points.",,,,,1,1
category,412,0,CB4F44CA-A397-4139-BA9D-3DDF4D4F9724,Eco Friendly,eco-friendly,"Eco Friendly awards, plaques and promotional products from TrophyPartner.com are designed with the environment in mind. Green awards amplify your message and values. Perfect for recognizing achievement and leadership in sustainability.&nbsp;",,,,,1,1
category,413,0,A7E8F73A-3610-492E-84F5-A5D76F81381D,"Marble, Stone, and Slate",marble-stone-and-slate,,,,,,1,1
category,414,0,D89B3EB5-E320-4046-A538-11E468B341CB,Starphire Glass Awards,starphire-glass-awards,,,,,,1,1
category,415,0,98395359-9920-4C81-A5E7-9E96842170BB,Magnaflex Donor Walls,magnaflex-donor-walls,,,,,,1,0
category,416,0,D83164B4-0979-45FA-AC6F-B70E0B767245,Stainless Steel,stainless-steel,,,,,,1,1
category,417,0,A3A84323-ECC6-439B-9A90-15945E6D808D,Alchemy,alchemy,,,,,,1,0
category,418,0,6F960C70-FCE2-4114-92EE-8824BE640B5A,"Cast Aluminum, Resin, Bronze",cast-aluminum-resin-bronze,,,,,,1,1
category,419,0,A46FA626-536F-4F2B-B4B5-3C36C490B928,Writing Instruments,writing-instruments,,,,,,1,1
category,420,0,8943C380-FEE6-4447-95CF-0D7FCF7F3915,Bags,bags,,,,,,1,1
category,421,386,EE63E8C6-A727-4057-87FA-97BDFD98FE72,Desk Accessories,desk-accessories,,,,,,1,1
category,422,0,D1B83A25-46A7-4950-907F-1DA9FAF4BA21,AwardLab,awardlab,"AwardLab offers a fast and simple solution to make custom awards with quick turnaround and truly distinctive designs – and made in the USA.&nbsp; Design your own tailored award from a variety of trendy materials, shapes, sizes and modern designs…built in days, not months! Elements to choose from consist of square and rectangle columns made from either bamboo, American walnut, ebony, or aluminum. Accents and graphics can also be added to the design.&nbsp;<br />
<br />
The number of styles is virtually limitless with a growing library of versatile graphics and accents, or tap into the creative genius of our in-house design team.&nbsp; Currently we offer two different collections.<br />
<br />
The Elements Collection features square and rectangle columns made from your choice of Bamboo, American Walnut, Ebony or sleek Brushed Aluminum. Add a stylish accent and select from our exclusive graphic designs to tailor the look for your special event.<br />
<br />
The Custom Cubed Awards Collection are the must have desk accessory for employee recognition. Get ready for a fresh approach. We start with a rugged desk accessory made from forged steel with two acrylic face plates at each end.&nbsp; You can stay with the industrial look of raw steel or choose from a variety of colors. The face plates on the end offer plenty of room for cool graphics, logos, personalization or anything that can be digitally printed. Start thinking outside the cube by adding a variety of optional magnetic accessory packs (or custom designed) and Cubed becomes a fun and interactive desk accessory for nearly any employee engagement and motivation campaign.<br />
<br />
<div class=""row"">
<div class=""col-md-6 custom-videos"">
<h2>Cubed Awards</h2>
<script src=""https://fast.wistia.com/embed/medias/8kjol5boh6.jsonp"" async></script>
<script src=""https://fast.wistia.com/assets/external/E-v1.js"" async></script>
<div class=""wistia_responsive_padding"" style=""padding: 56.25% 0px 0px; position: relative;"">
<div class=""wistia_responsive_wrapper"" style=""height: 100%; left: 0px; position: absolute; top: 0px; width: 100%;"">
<div class=""wistia_embed wistia_async_8kjol5boh6 seo=false videoFoam=true"" style=""height: 100%; position: relative; width: 100%;"">
<div class=""wistia_swatch"" style=""height: 100%; left: 0px; opacity: 1; overflow: hidden; position: absolute; top: 0px; transition: opacity 200ms ease 0s; width: 100%;""><img alt="""" src=""https://fast.wistia.com/embed/medias/8kjol5boh6/swatch"" style=""filter: blur(5px); height: 100%; object-fit: contain; width: 100%;"" aria-hidden=""true"" onload=""this.parentNode.style.opacity=1;"" /><br />
<br />
</div>
</div>
</div>
</div>
</div>
</div>",,Custom Cubed Awards,"Custom Cubed Awards are the must have desk accessory for employee recognition. Get ready for a fresh approach.  Introducing Cubed.  We start with a rugged desk accessry made from forged steel with two acrylic face plates at each end.  You can stay with the industrial look of raw steel or choose from a variety of colors. The face plates on the end offer plenty of room for cool graphics, logos, personalization or anything that can be digitally printed.","Custom Cubed Awards, Cubed Awards, Cubed Desk Accessory, Cubed desk accesories, cube awards, cube trophies, cube trophy",1,1
category,424,0,25CF53CB-A0C5-4462-B693-210EF12FF09D,Challenge Coins,challenge-coins,"Challenge coins are a small coin or medallion, bearing an organization’s insignia or emblem and carried by the organization’s members. They are collected by military service members, law enforcement and public service personnel, hobbyists, and other a host of other organizations. <br />
<br />
At TrophyPartner.com, we make challenge coins in a variety of sizes and price points. These coins can be used for a variety of applications including military, police, fire, government, eSports, medical organizations, sporting clubs and much more.&nbsp; Choose from stock options or create your own custom challenge coin.<br />
<br />",,Challenge Coins,"Challenge coins are a small coin or medallion, bearing an organization’s insignia or emblem and carried by the organization’s members. They are collected by service members, law enforcement personnel, and other organizations.   At TrophyPartner.com, we make challenge coins in a variety of sizes and price points. These coins can be used for a variety of applications including eSports, medical organizations, sporting clubs and much more.  Choose from stock options or create your own custom challenge coin.","Challenge Coins, Coins, Custom Coins, Custom Coin, Military Coin, eSports challenge coins, military challenge coin, army challenge coin, navy challenge coin, marine challenge coin, ",1,1
category,425,0,BFA031CE-FB67-409E-9715-CBFB72FEFE00,Acrylic Protective Shield Guards,acrylic-protective-shield-guards,"Acrylic sneeze guards, splash guards, cashier shields and other clear partitions are more important than ever. Acrylic shield guards provide antivirus protection. Help maintain social distance and physical separation while protecting from splashes and sprays with our clear acrylic barriers.&nbsp;<br />
<br />
We offer personal protective shields, Plexiglas protective shields for store cashiers, Emergency Room protective shield enclosures, and more to prevent the spread of germs.&nbsp; These can be manufactured in any size or configuration to meet your specific needs.&nbsp; <br />
<br />
<a href=""mailto:info@trophypartner.com?subject=Acrylic%20Shield%20Guards"">Contact us</a> for custom sizes or custom designs. We custom manufacture in the United States with quick turn-around time for small and large quantities.We offer custom imprinting and&nbsp;any options you may need such as access holes or mounting options.<br />
<br />
Products are intended for commercial and industrial use.",,Acrylic Protective Shield Guards ,,,1,1
section,1,95,92C11391-F5A4-444D-8B64-C65BD47293A8,"1st, 2nd & 3rd",1st-2nd-3rd,,,"1st, 2nd & 3rd Place Trophies, Medals, Cups, Ribbons","1st, 2nd & 3rd Place Trophies, Medals, Ribbons, Cups, and much more.  Free personalization & shipping.  Rush service.","1st 2nd & 3rd Place Trophies, 1st 2nd & 3rd Place Medals, 1st 2nd & 3rd Place Ribbons",1,1
section,2,95,2FB8FAAA-93B3-425F-A62A-EAF7E7C3149E,Academic/Scholastic,academicscholastic,"<div class=""category-description std"">
Recognize academic achievement with scholastic awards from
TrophyPartner.com!  We offer academic trophies and academic medals that your student
will cherish for years to come.
<br />
<br />
All of our school trophies include free personalization. With our fast production time and many awards on our 3 day TurboPartner shipping service, your awards will arrive in time for your
event.  Shopping for an academic competition?  We also offer impressive
trophies for scholastic competitions, fully customizable for your event.
<br />
<br />
No matter your budget, we have a wide range of scholastic
trophies to impress your students, staff, and parent. We offer awards
for spelling bees, science fairs, art contests, perfect
attendance, math olympiads, plus many more. Our most popular lamp of knowledge design is available on trophies, medals, resin awards and
plaques.  We also offer apples and other gift items for special teachers
in your life. Browse the Academic Category to find an
awesome award for an outstanding student!
</div>",,Academic Trophies | Scholastic Awards | Academic Medals,"Scholastic Trophies, Academic Trophies, & Academic Medals including Teacher Trophies, Spelling Bee Trophies, Drama Awards, and more.  Free personalization & shipping.","Academic Trophies, Scholastic Awards, Academic Medals",1,1
section,3,95,62085A9D-B2FB-4243-A82C-E1BCB6A599E6,Achievement/Victory,achievementvictory,,,Achievement Trophies | Eagle Awards | Star Trophies | Victory Trophies,"Achievement Trophies, Victory Awards, Eagle Trophies, & Star Awards for all award ocassions.  Free shipping & personalization.  Rush service.","Achievement Trophies, Eagle Awards, Star Trophies, Victory Trophies",1,1
section,6,94,EF90BE75-57AF-488F-A3A9-B2C0629A1318,Baseball,baseball,"<span>Trophies and awards for baseball and little league.&nbsp; Whether you are a parent, coach, or player, TrophyPartner.com carries a wide selection of unique baseball awards for your team including medals, trophies, plaques, and much more. Can't find what you are looking for?&nbsp; We will custom make the perfect baseball trophy for you.&nbsp; Just email us your logo.&nbsp; <br />
<br />
Try something different like baseball dog tags, keychains, or picture frames.&nbsp; Need help, please email or live chat us for ideas.<br />
<div class=""category-description std"">
<br />
Don't forget to recognize your coach for their hard work. We offer a
picture plaque with a team photo, personalized whistle, coffee mug, bobblehead, or a ball
holder with signed ball.<br />
<br />
All of our youth baseball trophies and awards include
free personalization.  We offer TurboPartner 3 day service on many of our items if you need awards in a hurry.  With our fast production time, large selection, and great
prices, baseball awards from TrophyPartner.com are a home run!
</div>
</span>",,Baseball Trophies | Little League Baseball | Awards for Baseball,"Baseball Trophies, Little League Baseball Awards & much more. Unique baseball trophies for kids and adults.  Free shipping & personalization.","Baseball Trophies, Little League Baseball Trophies, Baseball Awards",1,1
